,theta_mom,theta_me,theta_btm,,,,,
88,0.0486377887724002,0.019279170563645844,0.055001898075430385,,,,,
89,0.04000112581404399,-0.001414924,0.025176843537413174,,,,,
90,0.03774816898185197,0.004281006533599613,-0.015478377,,,,,
91,0.03774816898185197,0.004281006533599613,-0.015478377,,,,,
92,0.05636123734035066,0.031888223320518994,-0.011250285,,,,,
93,0.06041382943709628,0.050336449891689436,0.02088594960720467,,,,,
94,0.05738862313559748,0.02167748013529048,0.04512463720739873,,,,,
95,0.05738862313559748,0.02167748013529048,0.04512463720739873,,,,,
96,0.09618780133323904,0.0697130666650472,0.04658948411264325,,,,,
97,0.06809998166411632,0.012681182865601118,0.032769934635682674,,,,,
98,0.029884457317212884,-0.030904562,0.02393058596543099,,,,,
99,0.029884457317212884,-0.030904562,0.02393058596543099,,,,,
100,0.029884457317212884,-0.030904562,0.02393058596543099,,,,,
101,0.040516904274620916,-0.004485969,0.0227459421270311,,,,,
102,0.040516904274620916,-0.004485969,0.0227459421270311,,,,,
103,0.040516904274620916,-0.004485969,0.0227459421270311,,,,,
104,0.05865836261616027,-0.034833176,0.012940689886737043,,,,,
105,0.05865836261616027,-0.034833176,0.012940689886737043,,,,,
106,-0.002238299,0.044494625472291716,-0.010998334,,,,,
107,-0.008334323,0.06223390753336215,0.0008142091375099546,,,,,
108,0.02127760026622153,0.03173189686481638,-0.032311114,,,,,
109,0.049030740445602364,0.042360926624016755,-0.053832907,,,,,
110,0.08200343898772522,0.00837374466207911,-0.08583621,,,,,
111,0.08200343898772522,0.00837374466207911,-0.08583621,,,,,
112,0.0508797630451969,-0.019687901,-0.102765429,,,,,
113,0.0508797630451969,-0.019687901,-0.102765429,,,,,
114,0.06129115624652077,0.02541759686651105,-0.09533881,,,,,
115,0.058497359280398724,0.07944454255852315,-0.048456345,,,,,
116,0.058497359280398724,0.07944454255852315,-0.048456345,,,,,
117,0.08196979734800103,0.034875138469995286,-0.001291537,,,,,
118,0.09557909668749712,0.02734709977518083,-0.002739497,,,,,
119,0.08604362128324289,0.05246408215962367,-0.020713465,,,,,
120,0.10452779450337932,0.06417084565276551,0.00255330408227486,,,,,
121,0.10452779450337932,0.06417084565276551,0.00255330408227486,,,,,
122,0.07683796705078075,0.0794867630126481,0.017619872166576785,,,,,
123,0.07683796705078075,0.0794867630126481,0.017619872166576785,,,,,
124,0.07683796705078075,0.0794867630126481,0.017619872166576785,,,,,
125,0.04786867881309677,0.04256428825883,0.04773498393380766,,,,,
126,0.03159289451124731,0.024906265768547733,0.025004397384508322,,,,,
127,0.02978018775367754,0.022445009623331992,0.04833341293121004,,,,,
128,0.0030381988810695565,-0.007259175,-0.015170255,,,,,
129,0.0030381988810695565,-0.007259175,-0.015170255,,,,,
130,0.0030381988810695565,-0.007259175,-0.015170255,,,,,
131,0.0030381988810695565,-0.007259175,-0.015170255,,,,,
132,0.022040751912101347,-0.010212771,-0.057062396,,,,,
133,0.022040751912101347,-0.010212771,-0.057062396,,,,,
134,0.022040751912101347,-0.010212771,-0.057062396,,,,,
135,-0.022908577,0.03975149682721465,-0.012800011,,,,,
136,-0.021850456,0.024172290491299663,-0.064421901,,,,,
137,-0.021850456,0.024172290491299663,-0.064421901,,,,,
138,0.004315614428534818,0.038277003185415145,-0.064144173,,,,,
139,-0.020285371,0.04881178849464607,-0.041681653,,,,,
140,-0.020285371,0.04881178849464607,-0.041681653,,,,,
141,-0.026937022,0.019098677543274132,-0.095425166,,,,,
142,-0.008418446,0.02981624619152335,-0.105384406,,,,,
143,0.015378953375229567,0.03442234897677757,-0.097448602,,,,,
144,-0.007430037,0.02481386469727548,-0.093677823,,,,,
145,-0.007430037,0.02481386469727548,-0.093677823,,,,,
146,-0.007430037,0.02481386469727548,-0.093677823,,,,,
147,0.019426333721277098,0.05637668154675094,-0.059396502,,,,,
148,0.019426333721277098,0.05637668154675094,-0.059396502,,,,,
149,0.040182031112814376,0.05252281046843706,0.003197730684452338,,,,,
150,0.040182031112814376,0.05252281046843706,0.003197730684452338,,,,,
151,-0.008798595,0.054779061279682774,0.002303022798666881,,,,,
152,0.039966447094039154,0.029467251188573317,0.008690472997788957,,,,,
153,0.039966447094039154,0.029467251188573317,0.008690472997788957,,,,,
154,0.05416043023327627,-0.011381265,-0.01433982,,,,,
155,0.05416043023327627,-0.011381265,-0.01433982,,,,,
156,0.05416043023327627,-0.011381265,-0.01433982,,,,,
157,0.0460552449126546,-0.061321275,-0.015591285,,,,,
158,0.0460552449126546,-0.061321275,-0.015591285,,,,,
159,0.05344504580331481,-0.038886503,-0.042087376,,,,,
160,0.003906658108511922,-0.010819922,-0.057260968,,,,,
161,-0.029857273,0.004383890894389215,-0.039971955,,,,,
